Solution,Image Quality,Gender Fitness,Ethnicity Fitness,CPU Energy,GPU Energy,Duration,Round
"{'denoising_steps': 72, 'guidance_scale': 18.257332030931867, 'positive_prompt': [759, 1329, 150], 'negative_prompt': [14759, 330, 102], 'weight': 3}",0.777,0.8,0.5,0.00031028,0.0018689858007441,51.38999271392822,round_1
"{'denoising_steps': 44, 'guidance_scale': 10.862105251295555, 'positive_prompt': [389, 697, 181], 'negative_prompt': [7168, 842, 159], 'weight': 4}",0.77478261,0.0,0.55,0.00018182,0.001082283504715,30.10927522182465,round_1
"{'denoising_steps': 42, 'guidance_scale': 3.506340318783121, 'positive_prompt': [1878, 1726, 16], 'negative_prompt': [11625, 832, 140], 'weight': 0}",0.74636364,0.3,0.4,0.00018312,0.0010849047568122,30.258991003036495,round_1
"{'denoising_steps': 28, 'guidance_scale': 9.785873135239388, 'positive_prompt': [920, 1479, 170], 'negative_prompt': [2067, 1019, 189], 'weight': 2}",0.72615385,0.5,0.55,0.00012277,0.0007182671023926,20.338308811187744,round_1
"{'denoising_steps': 28, 'guidance_scale': 9.785873135239388, 'positive_prompt': [768, 1648, 51], 'negative_prompt': [10126, 509, 139], 'weight': 5}",0.71291667,0.5,0.75,0.00012039,0.0007038725075396,19.821263313293457,round_1
"{'denoising_steps': 59, 'guidance_scale': 4.065270918449444, 'positive_prompt': [453, 1816, 79], 'negative_prompt': [4757, 829, 184], 'weight': 1}",0.70807692,0.0,0.46153846,0.00025235,0.0015214773282891,41.73866081237793,round_1
"{'denoising_steps': 28, 'guidance_scale': 9.785873135239388, 'positive_prompt': [920, 1479, 170], 'negative_prompt': [2067, 1019, 189], 'weight': 5}",0.69857143,0.7,0.7,0.00012144,0.0007110934855418,20.01185441017151,round_1
"{'denoising_steps': 28, 'guidance_scale': 3.438419526054539, 'positive_prompt': [920, 1479, 170], 'negative_prompt': [2067, 1019, 189], 'weight': 4}",0.685,0.2,0.75,0.00012193,0.0007155740446798,20.16938066482544,round_1
"{'denoising_steps': 68, 'guidance_scale': 6.383686175956987, 'positive_prompt': [1336, 586, 243], 'negative_prompt': [257, 967, 67], 'weight': 5}",0.672,0.5,0.35,0.00029767,0.0017378195846937,49.01703107357025,round_1
"{'denoising_steps': 43, 'guidance_scale': 10.575796886696697, 'positive_prompt': [1587, 540, 106], 'negative_prompt': [1725, 492, 218], 'weight': 0}",0.64310345,0.1,0.45,0.00018701,0.001097766989325,30.908918857574463,round_1
"{'denoising_steps': 35, 'guidance_scale': 16.380738565560083, 'positive_prompt': [2027, 1693, 16], 'negative_prompt': [5574, 375, 218], 'weight': 5}",0.64217391,0.5,0.5,0.00014969,0.0008821368168198,24.745492458343502,round_1
"{'denoising_steps': 28, 'guidance_scale': 9.785873135239388, 'positive_prompt': [920, 1479, 170], 'negative_prompt': [2067, 1019, 189], 'weight': 0}",0.63878788,0.7,0.4,0.00012184,0.000716715434482,20.180557370185852,round_1
"{'denoising_steps': 28, 'guidance_scale': 9.785873135239388, 'positive_prompt': [920, 1479, 170], 'negative_prompt': [2067, 1019, 189], 'weight': 4}",0.62,0.3,0.55,0.00011989,0.0007066138986217,19.75522530078888,round_1
"{'denoising_steps': 28, 'guidance_scale': 3.438419526054539, 'positive_prompt': [920, 1479, 170], 'negative_prompt': [6642, 863, 157], 'weight': 4}",0.61888889,0.0,0.65,0.0001224,0.0007156862669965,20.26846671104431,round_1
"{'denoising_steps': 56, 'guidance_scale': 17.878864769789935, 'positive_prompt': [1304, 1491, 237], 'negative_prompt': [6474, 231, 12], 'weight': 5}",0.60055556,0.0,0.43478261,0.00024281,0.0014213768315442,40.14545559883118,round_1
"{'denoising_steps': 28, 'guidance_scale': 1.7653594404212392, 'positive_prompt': [481, 1374, 189], 'negative_prompt': [10912, 792, 70], 'weight': 0}",0.6,0.2,0.5,0.00012292,0.0007239658569488,20.331801056861877,round_1
"{'denoising_steps': 26, 'guidance_scale': 16.036447631001728, 'positive_prompt': [965, 1739, 177], 'negative_prompt': [11562, 952, 188], 'weight': 5}",0.59727273,0.4,0.7,0.00011444,0.00066419914247,18.859082221984863,round_1
"{'denoising_steps': 28, 'guidance_scale': 4.90700830541146, 'positive_prompt': [920, 1479, 170], 'negative_prompt': [7215, 663, 186], 'weight': 1}",0.58111111,0.5,0.45,0.0001201,0.0007087283447546,19.82892334461212,round_1
"{'denoising_steps': 40, 'guidance_scale': 0.44397624572084515, 'positive_prompt': [454, 658, 17], 'negative_prompt': [15248, 73, 133], 'weight': 5}",0.48954545,0.1,0.4,0.00034327,0.0017342059706954,55.54061412811279,round_1
"{'denoising_steps': 43, 'guidance_scale': 6.662953866323766, 'positive_prompt': [224, 494, 194], 'negative_prompt': [6314, 933, 42], 'weight': 1}",0.77192308,0.1,0.5,0.00039966,0.0010786562795912,30.290156483650208,round_4
"{'denoising_steps': 27, 'guidance_scale': 4.058418729714745, 'positive_prompt': [1937, 318, 66], 'negative_prompt': [5158, 434, 212], 'weight': 2}",0.74272727,0.3,0.52173913,0.00025746,0.0006903326355995,19.512932419776917,round_4
"{'denoising_steps': 33, 'guidance_scale': 17.12842911715969, 'positive_prompt': [100, 884, 93], 'negative_prompt': [362, 628, 110], 'weight': 5}",0.73428571,0.8,0.4,0.00031122,0.0008556895734401,23.58766996860504,round_4
"{'denoising_steps': 25, 'guidance_scale': 3.380959287166736, 'positive_prompt': [54, 327, 179], 'negative_prompt': [15780, 816, 185], 'weight': 1}",0.71807692,0.3,0.7,0.0002376,0.0006407689848372,18.00757384300232,round_4
"{'denoising_steps': 33, 'guidance_scale': 17.12842911715969, 'positive_prompt': [961, 1980, 62], 'negative_prompt': [1081, 987, 18], 'weight': 5}",0.71,0.4,0.5,0.00031142,0.0008372344197873,23.60221517086029,round_4
"{'denoising_steps': 52, 'guidance_scale': 9.370398599002536, 'positive_prompt': [669, 531, 166], 'negative_prompt': [10845, 613, 75], 'weight': 0}",0.69961538,0.7,0.21875,0.00048993,0.0013204017507648,37.132199883461,round_4
"{'denoising_steps': 68, 'guidance_scale': 4.043431182264938, 'positive_prompt': [1091, 1679, 2], 'negative_prompt': [10992, 451, 18], 'weight': 0}",0.69851852,0.0,0.55,0.00064415,0.0017304458288003,48.82043397426605,round_4
"{'denoising_steps': 27, 'guidance_scale': 15.909640418006951, 'positive_prompt': [1633, 1134, 38], 'negative_prompt': [15529, 9, 68], 'weight': 2}",0.69730769,0.8,0.5,0.000252,0.0006843136030053,19.09953272342682,round_4
"{'denoising_steps': 38, 'guidance_scale': 9.337336862972506, 'positive_prompt': [584, 1681, 191], 'negative_prompt': [10079, 101, 105], 'weight': 3}",0.69375,0.2,0.53846154,0.00036037,0.0009713781382129,27.31263422966003,round_4
"{'denoising_steps': 73, 'guidance_scale': 1.8049666822394905, 'positive_prompt': [1742, 1287, 209], 'negative_prompt': [7197, 826, 47], 'weight': 2}",0.6876,0.1,0.4,0.00067738,0.0018421118903541,51.33851623535156,round_4
"{'denoising_steps': 28, 'guidance_scale': 12.738322377835576, 'positive_prompt': [883, 310, 57], 'negative_prompt': [5295, 526, 91], 'weight': 5}",0.68038462,0.8,0.2,0.00026215,0.0007077447328618,19.868085026741028,round_4
"{'denoising_steps': 25, 'guidance_scale': 15.55199579234415, 'positive_prompt': [433, 956, 156], 'negative_prompt': [14568, 772, 53], 'weight': 4}",0.66818182,0.9,0.7,0.00022674,0.0006157167425726,17.18463432788849,round_4
"{'denoising_steps': 29, 'guidance_scale': 16.375203135991697, 'positive_prompt': [1375, 806, 85], 'negative_prompt': [3236, 927, 196], 'weight': 3}",0.6575,0.1,0.55,0.00027366,0.0007374940622164,20.740947127342224,round_4
"{'denoising_steps': 51, 'guidance_scale': 16.929534021086784, 'positive_prompt': [1247, 303, 225], 'negative_prompt': [13846, 725, 136], 'weight': 4}",0.65684211,0.2,0.45,0.00048396,0.0013037786819114,36.6791787147522,round_4
"{'denoising_steps': 33, 'guidance_scale': 5.125074169778792, 'positive_prompt': [277, 1951, 141], 'negative_prompt': [362, 628, 110], 'weight': 5}",0.65655172,0.0,0.4,0.00030819,0.0008452995651277,23.35781979560852,round_4
"{'denoising_steps': 26, 'guidance_scale': 3.4764327048234844, 'positive_prompt': [705, 1132, 133], 'negative_prompt': [9569, 882, 237], 'weight': 5}",0.6476,0.0,0.55,0.00024699,0.0006626845579251,18.71945440769196,round_4
"{'denoising_steps': 33, 'guidance_scale': 5.125074169778792, 'positive_prompt': [1554, 1937, 166], 'negative_prompt': [362, 628, 110], 'weight': 5}",0.64310345,0.0,0.25,0.00031392,0.0008433322024429,23.792229652404785,round_4
"{'denoising_steps': 28, 'guidance_scale': 0.8136404199817382, 'positive_prompt': [357, 1884, 156], 'negative_prompt': [6519, 561, 95], 'weight': 5}",0.57826087,0.4,0.6,0.00024283,0.0005797068526538,18.40383303165436,round_4
"{'denoising_steps': 80, 'guidance_scale': 3.656795370503245, 'positive_prompt': [1831, 1473, 134], 'negative_prompt': [3800, 270, 245], 'weight': 2}",0.78571429,0.5,0.55,0.0007601,0.0020472133044355,57.607787132263184,round_3
"{'denoising_steps': 77, 'guidance_scale': 16.537121161480506, 'positive_prompt': [774, 518, 88], 'negative_prompt': [14056, 612, 155], 'weight': 0}",0.75826087,0.7,0.56521739,0.00070326,0.0019172962560578,53.30038046836853,round_3
"{'denoising_steps': 77, 'guidance_scale': 11.212020882430133, 'positive_prompt': [1478, 711, 185], 'negative_prompt': [11996, 311, 56], 'weight': 5}",0.75666667,0.4,0.65,0.00072817,0.0019616471248719,55.18837010860443,round_3
"{'denoising_steps': 66, 'guidance_scale': 6.825956879794708, 'positive_prompt': [343, 738, 156], 'negative_prompt': [1512, 321, 143], 'weight': 0}",0.74863636,0.6,0.30769231,0.00061658,0.0016661386940208,46.73041486740112,round_3
"{'denoising_steps': 38, 'guidance_scale': 5.322991501577905, 'positive_prompt': [787, 1736, 107], 'negative_prompt': [4956, 384, 158], 'weight': 3}",0.74208333,0.3,0.52173913,0.00034824,0.0009478020082411,26.39332866668701,round_3
"{'denoising_steps': 28, 'guidance_scale': 4.126182851308675, 'positive_prompt': [1342, 13, 8], 'negative_prompt': [5531, 224, 183], 'weight': 2}",0.74157895,0.3,0.45,0.00026648,0.000718697658291,20.196942687034607,round_3
"{'denoising_steps': 54, 'guidance_scale': 3.0347849220446865, 'positive_prompt': [430, 1437, 11], 'negative_prompt': [11053, 240, 140], 'weight': 4}",0.7232,0.2,0.7,0.00051485,0.0013844799964716,39.02025663852692,round_3
"{'denoising_steps': 80, 'guidance_scale': 14.48596092067669, 'positive_prompt': [933, 1973, 37], 'negative_prompt': [9235, 164, 103], 'weight': 2}",0.722,0.2,0.35,0.00074129,0.0020078245229248,56.182286739349365,round_3
"{'denoising_steps': 46, 'guidance_scale': 19.596597878762182, 'positive_prompt': [965, 1230, 41], 'negative_prompt': [9843, 613, 118], 'weight': 1}",0.710625,0.5,0.43478261,0.00043286,0.0011729766328249,32.8062824010849,round_3
"{'denoising_steps': 70, 'guidance_scale': 10.247453892697177, 'positive_prompt': [130, 1997, 51], 'negative_prompt': [4367, 108, 209], 'weight': 4}",0.6955,0.0,0.52173913,0.0006585,0.001777788088896,49.90763092041016,round_3
"{'denoising_steps': 25, 'guidance_scale': 6.473323097031082, 'positive_prompt': [465, 2016, 31], 'negative_prompt': [4332, 489, 148], 'weight': 0}",0.69192308,0.5,0.6,0.00023551,0.000636331897954,17.849021673202515,round_3
"{'denoising_steps': 39, 'guidance_scale': 15.441324020382122, 'positive_prompt': [1302, 1160, 189], 'negative_prompt': [4072, 799, 193], 'weight': 0}",0.665,0.1,0.15,0.00036586,0.0009889363467039,27.728557348251343,round_3
"{'denoising_steps': 27, 'guidance_scale': 1.9183973392407094, 'positive_prompt': [495, 1241, 18], 'negative_prompt': [1512, 321, 143], 'weight': 3}",0.65391304,0.5,0.5,0.00025262,0.0006806898501072,19.14598512649536,round_3
"{'denoising_steps': 37, 'guidance_scale': 11.520025108760457, 'positive_prompt': [2014, 130, 43], 'negative_prompt': [7967, 209, 244], 'weight': 2}",0.64761905,0.0,0.43478261,0.00035154,0.0009465399238981,26.643282175064087,round_3
"{'denoising_steps': 28, 'guidance_scale': 1.9183973392407094, 'positive_prompt': [343, 738, 156], 'negative_prompt': [1512, 321, 143], 'weight': 4}",0.61296296,0.8,0.4,0.00025427,0.0006920648592067,19.271525263786316,round_3
"{'denoising_steps': 27, 'guidance_scale': 1.9183973392407094, 'positive_prompt': [343, 738, 156], 'negative_prompt': [1512, 321, 143], 'weight': 3}",0.56259259,0.4,0.5,0.00024528,0.0006657487270429,18.58973801136017,round_3
"{'denoising_steps': 26, 'guidance_scale': 0.5179645901036722, 'positive_prompt': [1102, 1479, 20], 'negative_prompt': [12905, 826, 24], 'weight': 2}",0.53444444,0.3,0.5,0.00024627,0.0005795982414557,18.66475021839142,round_3
"{'denoising_steps': 80, 'guidance_scale': 5.8821318870949195, 'positive_prompt': [889, 893, 150], 'negative_prompt': [4001, 742, 113], 'weight': 0}",0.81681818,0.0,0.3125,0.00074689,0.0020172685582579,56.606536865234375,round_2
"{'denoising_steps': 57, 'guidance_scale': 14.564327724296643, 'positive_prompt': [264, 83, 247], 'negative_prompt': [8649, 833, 242], 'weight': 2}",0.79782609,0.9,0.8,0.00053538,0.0014378226780349,40.57638704776764,round_2
"{'denoising_steps': 55, 'guidance_scale': 8.577719643331097, 'positive_prompt': [104, 1066, 53], 'negative_prompt': [4408, 707, 39], 'weight': 1}",0.78681818,0.6,0.75,0.00052256,0.001400359314731,39.604551792144775,round_2
"{'denoising_steps': 40, 'guidance_scale': 5.8821318870949195, 'positive_prompt': [889, 893, 150], 'negative_prompt': [2582, 1012, 125], 'weight': 0}",0.78444444,0.1,0.26086957,0.00037459,0.0010108210864339,28.389845848083496,round_2
"{'denoising_steps': 31, 'guidance_scale': 12.712610101499324, 'positive_prompt': [1347, 2017, 249], 'negative_prompt': [7053, 597, 183], 'weight': 2}",0.73857143,0.3,0.7,0.00029482,0.0007910154939228,22.344456672668457,round_2
"{'denoising_steps': 25, 'guidance_scale': 5.8821318870949195, 'positive_prompt': [889, 893, 150], 'negative_prompt': [2582, 1012, 125], 'weight': 0}",0.70571429,0.1,0.30434783,0.00023879,0.0006403116233597,18.097987413406372,round_2
"{'denoising_steps': 25, 'guidance_scale': 5.8821318870949195, 'positive_prompt': [889, 893, 150], 'negative_prompt': [2582, 1012, 125], 'weight': 1}",0.69178571,0.4,0.45,0.00023568,0.0006320198111708,17.86200189590454,round_2
"{'denoising_steps': 69, 'guidance_scale': 7.598582246649219, 'positive_prompt': [842, 1754, 182], 'negative_prompt': [6618, 338, 78], 'weight': 1}",0.66111111,0.0,0.55,0.0006521,0.0017483376486688,49.422417640686035,round_2
"{'denoising_steps': 48, 'guidance_scale': 5.430801162084706, 'positive_prompt': [1351, 1761, 11], 'negative_prompt': [7560, 520, 246], 'weight': 5}",0.63125,0.0,0.6,0.00044951,0.0012118130527829,34.06825566291809,round_2
"{'denoising_steps': 66, 'guidance_scale': 7.598582246649219, 'positive_prompt': [842, 1754, 182], 'negative_prompt': [6618, 338, 78], 'weight': 1}",0.62923077,0.1,0.2173913,0.00061945,0.0016959270511849,46.94812214374542,round_2
"{'denoising_steps': 78, 'guidance_scale': 7.48008570212648, 'positive_prompt': [842, 1754, 182], 'negative_prompt': [2517, 68, 212], 'weight': 1}",0.6137931,0.4,0.1875,0.00071197,0.0019326298794361,53.96067428588867,round_2
"{'denoising_steps': 65, 'guidance_scale': 1.695181801904686, 'positive_prompt': [1566, 115, 50], 'negative_prompt': [9135, 972, 44], 'weight': 3}",0.61083333,0.0,0.45,0.00061494,0.0016821410679339,46.606587171554565,round_2
"{'denoising_steps': 45, 'guidance_scale': 19.879653558131736, 'positive_prompt': [623, 1395, 12], 'negative_prompt': [9100, 243, 11], 'weight': 3}",0.60555556,0.0,0.35,0.00041771,0.0011503831425278,31.658045530319217,round_2
"{'denoising_steps': 55, 'guidance_scale': 15.247136672083991, 'positive_prompt': [1583, 347, 165], 'negative_prompt': [7205, 264, 158], 'weight': 4}",0.74772727,0.9,0.7,0.00051587,0.0013908368071127,39.0978524684906,round_5
"{'denoising_steps': 50, 'guidance_scale': 1.9355572929270526, 'positive_prompt': [718, 105, 204], 'negative_prompt': [6363, 11, 256], 'weight': 1}",0.7255,0.5,0.5,0.0004714,0.0012700939327414,35.72756743431091,round_5
"{'denoising_steps': 26, 'guidance_scale': 10.489190696505318, 'positive_prompt': [1846, 68, 177], 'negative_prompt': [14552, 609, 189], 'weight': 1}",0.72545455,0.1,0.55,0.00024506,0.0006588220548348,18.572826266288757,round_5
"{'denoising_steps': 55, 'guidance_scale': 17.95423139714339, 'positive_prompt': [1719, 1107, 241], 'negative_prompt': [15636, 427, 43], 'weight': 2}",0.72380952,0.0,0.65,0.00051165,0.0013808597157987,38.77805519104004,round_5
"{'denoising_steps': 60, 'guidance_scale': 6.275994619689582, 'positive_prompt': [807, 591, 214], 'negative_prompt': [2345, 391, 213], 'weight': 5}",0.71545455,0.2,0.4,0.00056202,0.0015185641315169,42.59528303146362,round_5
"{'denoising_steps': 64, 'guidance_scale': 5.326512831020905, 'positive_prompt': [741, 430, 143], 'negative_prompt': [11570, 1015, 1], 'weight': 1}",0.7104,0.0,0.5,0.00060593,0.0016304725543769,45.92323839664459,round_5
"{'denoising_steps': 53, 'guidance_scale': 11.561281039038656, 'positive_prompt': [1726, 931, 29], 'negative_prompt': [6104, 35, 34], 'weight': 2}",0.70545455,0.1,0.45,0.00049306,0.0013340809283741,37.368799805641174,round_5
"{'denoising_steps': 30, 'guidance_scale': 8.434297184551893, 'positive_prompt': [1317, 1132, 32], 'negative_prompt': [12673, 499, 20], 'weight': 2}",0.69344828,0.7,0.5,0.00028449,0.000764331305909,21.56159257888794,round_5
"{'denoising_steps': 28, 'guidance_scale': 5.819669480556124, 'positive_prompt': [1880, 357, 115], 'negative_prompt': [15139, 583, 134], 'weight': 0}",0.68793103,0.2,0.5,0.00026783,0.0007200493260385,20.29906392097473,round_5
"{'denoising_steps': 26, 'guidance_scale': 4.7541555282918635, 'positive_prompt': [122, 1506, 72], 'negative_prompt': [7766, 184, 96], 'weight': 2}",0.67653846,0.9,0.6,0.00024368,0.0006574195537129,18.468870162963867,round_5
"{'denoising_steps': 44, 'guidance_scale': 6.924466762083272, 'positive_prompt': [296, 1467, 150], 'negative_prompt': [4818, 573, 218], 'weight': 0}",0.64828571,1.0,0.45,0.00040962,0.0011091215817415,31.045480132102966,round_5
"{'denoising_steps': 38, 'guidance_scale': 10.224059629617164, 'positive_prompt': [1563, 703, 50], 'negative_prompt': [10215, 782, 10], 'weight': 0}",0.64652174,0.0,0.65,0.00036064,0.0009683056357551,27.332755088806152,round_5
"{'denoising_steps': 58, 'guidance_scale': 16.46491601481561, 'positive_prompt': [1374, 480, 222], 'negative_prompt': [4703, 410, 239], 'weight': 1}",0.63826087,0.6,0.35,0.00053659,0.0014488136590502,40.66812074184418,round_5
"{'denoising_steps': 51, 'guidance_scale': 18.436260966581244, 'positive_prompt': [655, 1132, 147], 'negative_prompt': [8851, 53, 217], 'weight': 4}",0.63238095,0.1,0.4,0.00047694,0.0012831361653975,36.14709842205048,round_5
"{'denoising_steps': 25, 'guidance_scale': 19.00609923020594, 'positive_prompt': [1387, 492, 87], 'negative_prompt': [3659, 243, 129], 'weight': 2}",0.60636364,0.2,0.5,0.00023551,0.0006302118930578,17.84925138950348,round_5
"{'denoising_steps': 50, 'guidance_scale': 8.032346208593676, 'positive_prompt': [437, 1898, 223], 'negative_prompt': [11746, 401, 66], 'weight': 1}",0.60241379,0.0,0.65,0.00046509,0.0012573803114599,35.24937963485718,round_5
"{'denoising_steps': 41, 'guidance_scale': 13.792043200302162, 'positive_prompt': [1387, 1436, 190], 'negative_prompt': [15623, 212, 111], 'weight': 4}",0.60125,0.1,0.55,0.00038624,0.0010421286114796,29.272990703582764,round_5
"{'denoising_steps': 26, 'guidance_scale': 16.50651073948635, 'positive_prompt': [1880, 512, 0], 'negative_prompt': [4895, 157, 16], 'weight': 1}",0.56954545,0.3,0.4,0.00024566,0.0006607216396878,18.618627190589905,round_5
"{'denoising_steps': 43, 'guidance_scale': 17.987777197552347, 'positive_prompt': [334, 1369, 236], 'negative_prompt': [11283, 81, 252], 'weight': 5}",0.55964286,0.0,0.6,0.00040776,0.0010975256002416,30.90392434597015,round_5
"{'denoising_steps': 40, 'guidance_scale': 1.830532495946251, 'positive_prompt': [1493, 635, 17], 'negative_prompt': [15290, 114, 204], 'weight': 2}",0.55791667,0.1,0.45,0.00037788,0.00101530220113,28.639413714408875,round_5
"{'denoising_steps': 26, 'guidance_scale': 19.64995099719708, 'positive_prompt': [1071, 431, 224], 'negative_prompt': [16164, 192, 132], 'weight': 2}",0.5485,0.0,0.4,0.00024731,0.0006656059491509,18.744001746177673,round_5
