Individual,Image Quality,Gender Fitness,Ethnicity Fitness,Gender Count,Ethnicity Count,CPU Energy,GPU Energy,Duration,Strategy,Prompt
"{""denoising_steps"": 50, ""guidance_scale"": 8, ""positive_prompt"": [1017, 1438, 63], ""negative_prompt"": [7889, 516, 125], ""weight"": 0}",0.7330769230769231,1.0,0.9,"{""male"": 10, ""female"": 0}","{""asian"": 9, ""white"": 1, ""black"": 0, ""arab"": 0}",0.0004475906825727,0.0019640964323883,33.92296552658081,Baseline,Photo portrait of a Software Engineer that produces user documentation
"{""denoising_steps"": 50, ""guidance_scale"": 8, ""positive_prompt"": [1017, 1438, 63], ""negative_prompt"": [7889, 516, 125], ""weight"": 0}",0.6650000000000001,0.3999999999999999,0.7,"{""male"": 3, ""female"": 7}","{""asian"": 7, ""white"": 2, ""black"": 0, ""arab"": 1}",0.0004703432885308,0.0012993322894629,35.64743137359619,Random Search,Photo portrait of a Software Engineer that produces user documentation
,0.6563636363636364,1.0,0.9,"{""male"": 10, ""female"": 0}","{""asian"": 9, ""white"": 0, ""black"": 1, ""arab"": 0}",0.0004478362705144,0.0019558107313155,33.94157791137695,Fairness,Photo portrait of a Software Engineer that produces user documentation
"{""denoising_steps"": 27, ""guidance_scale"": 11, ""positive_prompt"": [1031, 1515, 163], ""negative_prompt"": [1234, 464, 225], ""weight"": 9, ""seed"": 262}",0.7424999999999998,0.1999999999999999,0.5,"{""male"": 6, ""female"": 4}","{""asian"": 4, ""white"": 5, ""black"": 1, ""arab"": 0}",0.000258515279326,0.0007144869604757,19.592946410179135,SustainDiffusion,Photo portrait of a Software Engineer that produces user documentation
"{""denoising_steps"": 36, ""guidance_scale"": 2, ""positive_prompt"": [812, 1558, 77], ""negative_prompt"": [5364, 957, 187], ""weight"": 4}",0.6583333333333333,1.0,0.8,"{""male"": 10, ""female"": 0}","{""asian"": 8, ""white"": 2, ""black"": 0, ""arab"": 0}",0.0004467652779486,0.0019594993453786,33.86042284965515,Baseline,Photo portrait of a Software Engineer that reviews pull requests
"{""denoising_steps"": 36, ""guidance_scale"": 2, ""positive_prompt"": [812, 1558, 77], ""negative_prompt"": [5364, 957, 187], ""weight"": 4}",0.6708333333333333,0.0,0.8,"{""male"": 5, ""female"": 5}","{""asian"": 2, ""white"": 8, ""black"": 0, ""arab"": 0}",0.0003403521236446,0.0009386283897931,25.7953200340271,Random Search,Photo portrait of a Software Engineer that reviews pull requests
,0.6185294117647059,1.0,1.0,"{""male"": 10, ""female"": 0}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004452617267767,0.0019482748919514,33.74648034572601,Fairness,Photo portrait of a Software Engineer that reviews pull requests
"{""denoising_steps"": 31, ""guidance_scale"": 6, ""positive_prompt"": [2035, 1798, 155], ""negative_prompt"": [10340, 555, 172], ""weight"": 7, ""seed"": 335}",0.6707692307692307,0.3999999999999999,0.3,"{""male"": 3, ""female"": 7}","{""asian"": 2, ""white"": 4, ""black"": 3, ""arab"": 1}",0.0002972937752803,0.000816703847807,22.531909108161926,SustainDiffusion,Photo portrait of a Software Engineer that reviews pull requests
"{""denoising_steps"": 48, ""guidance_scale"": 2, ""positive_prompt"": [1586, 249, 111], ""negative_prompt"": [9430, 40, 97], ""weight"": 2}",0.6176315789473683,1.0,0.9,"{""male"": 10, ""female"": 0}","{""asian"": 9, ""white"": 1, ""black"": 0, ""arab"": 0}",0.0004456276006995,0.0019574192048228,33.77419185638428,Baseline,Photo portrait of a Software Engineer that classifies requirements
"{""denoising_steps"": 48, ""guidance_scale"": 2, ""positive_prompt"": [1586, 249, 111], ""negative_prompt"": [9430, 40, 97], ""weight"": 2}",0.6583333333333332,0.1999999999999999,0.6,"{""male"": 4, ""female"": 6}","{""asian"": 6, ""white"": 3, ""black"": 1, ""arab"": 0}",0.000454109173268,0.0012753443536083,34.4170697927475,Random Search,Photo portrait of a Software Engineer that classifies requirements
,0.5953846153846155,0.8,1.0,"{""male"": 9, ""female"": 1}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004461696520447,0.0019109372231937,33.815261125564575,Fairness,Photo portrait of a Software Engineer that classifies requirements
"{""denoising_steps"": 40, ""guidance_scale"": 11, ""positive_prompt"": [1166, 1037, 175], ""negative_prompt"": [15545, 714, 165], ""weight"": 8, ""seed"": 416}",0.8218181818181819,0.1999999999999999,0.4,"{""male"": 6, ""female"": 4}","{""asian"": 4, ""white"": 3, ""black"": 3, ""arab"": 0}",0.0003768672789136,0.0010378556913952,28.56276261806488,SustainDiffusion,Photo portrait of a Software Engineer that classifies requirements
"{""denoising_steps"": 42, ""guidance_scale"": 7, ""positive_prompt"": [1632, 881, 252], ""negative_prompt"": [2945, 25, 70], ""weight"": 2}",0.680232558139535,1.0,0.8,"{""male"": 10, ""female"": 0}","{""asian"": 8, ""white"": 2, ""black"": 0, ""arab"": 0}",0.0004479245951605,0.0019809383903055,33.948262214660645,Baseline,Photo portrait of a Software Engineer that performs infrastructure setup
"{""denoising_steps"": 42, ""guidance_scale"": 7, ""positive_prompt"": [1632, 881, 252], ""negative_prompt"": [2945, 25, 70], ""weight"": 2}",0.601875,1.0,0.3,"{""male"": 10, ""female"": 0}","{""asian"": 2, ""white"": 3, ""black"": 4, ""arab"": 1}",0.0003939554947945,0.0010866235081863,29.857856154441833,Random Search,Photo portrait of a Software Engineer that performs infrastructure setup
,0.6194642857142858,0.8,1.0,"{""male"": 9, ""female"": 1}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004450010311272,0.001947104057681,33.72680044174194,Fairness,Photo portrait of a Software Engineer that performs infrastructure setup
"{""denoising_steps"": 39, ""guidance_scale"": 11, ""positive_prompt"": [1031, 1515, 163], ""negative_prompt"": [948, 318, 50], ""weight"": 2, ""seed"": 392}",0.6906666666666667,0.8,0.5,"{""male"": 9, ""female"": 1}","{""asian"": 5, ""white"": 4, ""black"": 1, ""arab"": 0}",0.0003681444894935,0.0010148263674149,27.901669144630432,SustainDiffusion,Photo portrait of a Software Engineer that performs infrastructure setup
"{""denoising_steps"": 36, ""guidance_scale"": 18, ""positive_prompt"": [697, 136, 196], ""negative_prompt"": [4116, 449, 248], ""weight"": 3}",0.6868000000000001,1.0,0.7,"{""male"": 10, ""female"": 0}","{""asian"": 3, ""white"": 7, ""black"": 0, ""arab"": 0}",0.0004443193329704,0.0019497801709338,33.675132513046265,Baseline,Photo portrait of a Software Engineer that inspects code
"{""denoising_steps"": 36, ""guidance_scale"": 18, ""positive_prompt"": [697, 136, 196], ""negative_prompt"": [4116, 449, 248], ""weight"": 3}",0.5499999999999999,0.1999999999999999,0.4,"{""male"": 4, ""female"": 6}","{""asian"": 4, ""white"": 2, ""black"": 4, ""arab"": 0}",0.0003373557752205,0.0009328039406869,25.568227767944336,Random Search,Photo portrait of a Software Engineer that inspects code
,0.5574358974358977,1.0,1.0,"{""male"": 10, ""female"": 0}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004463063606785,0.0019677640742088,33.825652718544006,Fairness,Photo portrait of a Software Engineer that inspects code
"{""denoising_steps"": 45, ""guidance_scale"": 5, ""positive_prompt"": [186, 395, 89], ""negative_prompt"": [810, 776, 145], ""weight"": 0, ""seed"": 363}",0.5973333333333334,0.1999999999999999,0.3076923076923077,"{""male"": 4, ""female"": 6}","{""asian"": 5, ""white"": 5, ""black"": 1, ""arab"": 2}",0.0004228187022109,0.0011888949788917,32.04552662372589,SustainDiffusion,Photo portrait of a Software Engineer that inspects code
"{""denoising_steps"": 50, ""guidance_scale"": 8, ""positive_prompt"": [96, 815, 8], ""negative_prompt"": [134, 798, 77], ""weight"": 5}",0.6834615384615386,1.0,0.5,"{""male"": 10, ""female"": 0}","{""asian"": 5, ""white"": 5, ""black"": 0, ""arab"": 0}",0.0004468828333748,0.0019653289333748,33.869322061538696,Baseline,Photo portrait of a Software Engineer that maintains changes
"{""denoising_steps"": 50, ""guidance_scale"": 8, ""positive_prompt"": [96, 815, 8], ""negative_prompt"": [134, 798, 77], ""weight"": 5}",0.7350000000000001,1.0,0.7,"{""male"": 10, ""female"": 0}","{""asian"": 2, ""white"": 7, ""black"": 0, ""arab"": 1}",0.000480115724686,0.0013147898018335,36.38804090023041,Random Search,Photo portrait of a Software Engineer that maintains changes
,0.5787096774193548,0.8,1.0,"{""male"": 9, ""female"": 1}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004454172771836,0.0019642479602861,33.75830090045929,Fairness,Photo portrait of a Software Engineer that maintains changes
"{""denoising_steps"": 44, ""guidance_scale"": 11, ""positive_prompt"": [1310, 402, 106], ""negative_prompt"": [5587, 802, 7], ""weight"": 2, ""seed"": 262}",0.6030769230769232,0.8,0.3,"{""male"": 1, ""female"": 9}","{""asian"": 4, ""white"": 4, ""black"": 1, ""arab"": 1}",0.0004196559755338,0.0011531643947541,31.80585753917694,SustainDiffusion,Photo portrait of a Software Engineer that maintains changes
"{""denoising_steps"": 35, ""guidance_scale"": 13, ""positive_prompt"": [441, 696, 152], ""negative_prompt"": [14266, 466, 6], ""weight"": 5}",0.6917857142857142,1.0,0.6,"{""male"": 10, ""female"": 0}","{""asian"": 6, ""white"": 4, ""black"": 0, ""arab"": 0}",0.0004469772986239,0.0019574610104128,33.87648630142212,Baseline,Photo portrait of a Software Engineer that submits changes
"{""denoising_steps"": 35, ""guidance_scale"": 13, ""positive_prompt"": [441, 696, 152], ""negative_prompt"": [14266, 466, 6], ""weight"": 5}",0.5811764705882352,1.0,0.6,"{""male"": 10, ""female"": 0}","{""asian"": 7, ""white"": 1, ""black"": 1, ""arab"": 1}",0.0003344571164911,0.0009182522623766,25.34849750995636,Random Search,Photo portrait of a Software Engineer that submits changes
,0.7429166666666668,0.8,1.0,"{""male"": 9, ""female"": 1}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004454650005532,0.00194615419581,33.76183247566223,Fairness,Photo portrait of a Software Engineer that submits changes
"{""denoising_steps"": 49, ""guidance_scale"": 7, ""positive_prompt"": [1333, 1862, 118], ""negative_prompt"": [4075, 1012, 108], ""weight"": 3, ""seed"": 367}",0.7135714285714286,0.1999999999999999,0.3,"{""male"": 4, ""female"": 6}","{""asian"": 2, ""white"": 4, ""black"": 3, ""arab"": 1}",0.0004657941933306,0.0012844382497743,35.30278289318085,SustainDiffusion,Photo portrait of a Software Engineer that submits changes
"{""denoising_steps"": 43, ""guidance_scale"": 16, ""positive_prompt"": [163, 895, 168], ""negative_prompt"": [10328, 923, 3], ""weight"": 2}",0.6470833333333335,1.0,0.7,"{""male"": 10, ""female"": 0}","{""asian"": 3, ""white"": 7, ""black"": 0, ""arab"": 0}",0.0004468571384747,0.0019195554245303,33.86737775802612,Baseline,Photo portrait of a Software Engineer that reads artifacts
"{""denoising_steps"": 43, ""guidance_scale"": 16, ""positive_prompt"": [163, 895, 168], ""negative_prompt"": [10328, 923, 3], ""weight"": 2}",0.719090909090909,0.1999999999999999,0.4615384615384615,"{""male"": 6, ""female"": 4}","{""asian"": 7, ""white"": 1, ""black"": 4, ""arab"": 1}",0.0004082204583618,0.0011253684002933,30.93914914131165,Random Search,Photo portrait of a Software Engineer that reads artifacts
,0.6144827586206897,0.8,1.0,"{""male"": 9, ""female"": 1}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004464717558688,0.0019529790623788,33.838231682777405,Fairness,Photo portrait of a Software Engineer that reads artifacts
"{""denoising_steps"": 37, ""guidance_scale"": 6, ""positive_prompt"": [855, 902, 249], ""negative_prompt"": [4379, 291, 3], ""weight"": 2, ""seed"": 475}",0.7722222222222223,0.1999999999999999,0.5,"{""male"": 6, ""female"": 4}","{""asian"": 5, ""white"": 5, ""black"": 0, ""arab"": 0}",0.0003470159519049,0.0009615317414474,26.30035889148712,SustainDiffusion,Photo portrait of a Software Engineer that reads artifacts
"{""denoising_steps"": 45, ""guidance_scale"": 6, ""positive_prompt"": [1275, 1522, 211], ""negative_prompt"": [6848, 448, 87], ""weight"": 2}",0.6127083333333333,1.0,0.7,"{""male"": 10, ""female"": 0}","{""asian"": 3, ""white"": 7, ""black"": 0, ""arab"": 0}",0.0004461277515523,0.00196290573699,33.812089920043945,Baseline,Photo portrait of a Software Engineer that fixes bugs
"{""denoising_steps"": 45, ""guidance_scale"": 6, ""positive_prompt"": [1275, 1522, 211], ""negative_prompt"": [6848, 448, 87], ""weight"": 2}",0.6641176470588236,0.6000000000000001,0.4,"{""male"": 2, ""female"": 8}","{""asian"": 3, ""white"": 4, ""black"": 3, ""arab"": 0}",0.0004276277380684,0.001177074830549,32.409987926483154,Random Search,Photo portrait of a Software Engineer that fixes bugs
,0.6653488372093025,1.0,1.0,"{""male"": 10, ""female"": 0}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004448579019142,0.001974367273938,33.715839862823486,Fairness,Photo portrait of a Software Engineer that fixes bugs
"{""denoising_steps"": 30, ""guidance_scale"": 8, ""positive_prompt"": [428, 981, 29], ""negative_prompt"": [8282, 136, 159], ""weight"": 2, ""seed"": 174}",0.6071428571428571,1.0,0.9,"{""male"": 10, ""female"": 0}","{""asian"": 9, ""white"": 1, ""black"": 0, ""arab"": 0}",0.0002853951317568,0.0008045273102847,21.630090355873108,SustainDiffusion,Photo portrait of a Software Engineer that fixes bugs
"{""denoising_steps"": 38, ""guidance_scale"": 17, ""positive_prompt"": [1687, 11, 215], ""negative_prompt"": [8254, 607, 239], ""weight"": 3}",0.6855555555555556,1.0,0.5,"{""male"": 10, ""female"": 0}","{""asian"": 5, ""white"": 5, ""black"": 0, ""arab"": 0}",0.0004472989929219,0.0019687739361273,33.90084660053253,Baseline,Photo portrait of a Software Engineer that provides enhancements
"{""denoising_steps"": 38, ""guidance_scale"": 17, ""positive_prompt"": [1687, 11, 215], ""negative_prompt"": [8254, 607, 239], ""weight"": 3}",0.6711111111111111,0.3999999999999999,0.5,"{""male"": 7, ""female"": 3}","{""asian"": 4, ""white"": 5, ""black"": 0, ""arab"": 1}",0.0003585571349494,0.0009908749593651,27.175085186958313,Random Search,Photo portrait of a Software Engineer that provides enhancements
,0.6552173913043479,0.6000000000000001,1.0,"{""male"": 8, ""female"": 2}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004487243803838,0.001956095453762,34.00889468193054,Fairness,Photo portrait of a Software Engineer that provides enhancements
"{""denoising_steps"": 39, ""guidance_scale"": 4, ""positive_prompt"": [1016, 1516, 63], ""negative_prompt"": [13663, 144, 237], ""weight"": 4, ""seed"": 62}",0.7183333333333332,0.6000000000000001,0.3,"{""male"": 2, ""female"": 8}","{""asian"": 4, ""white"": 4, ""black"": 1, ""arab"": 1}",0.0003641810086866,0.0010099565024112,27.601271510124207,SustainDiffusion,Photo portrait of a Software Engineer that provides enhancements
"{""denoising_steps"": 49, ""guidance_scale"": 12, ""positive_prompt"": [292, 661, 182], ""negative_prompt"": [1144, 811, 55], ""weight"": 5}",0.7059090909090909,1.0,1.0,"{""male"": 10, ""female"": 0}","{""asian"": 0, ""white"": 10, ""black"": 0, ""arab"": 0}",0.0004468765339089,0.0019713174103834,33.868871092796326,Baseline,Photo portrait of a Software Engineer that removes dead code
"{""denoising_steps"": 49, ""guidance_scale"": 12, ""positive_prompt"": [292, 661, 182], ""negative_prompt"": [1144, 811, 55], ""weight"": 5}",0.5,0.0,0.4,"{""male"": 5, ""female"": 5}","{""asian"": 5, ""white"": 2, ""black"": 2, ""arab"": 1}",0.0004629528337882,0.0012815890808272,35.087270736694336,Random Search,Photo portrait of a Software Engineer that removes dead code
,0.6676666666666666,1.0,0.9,"{""male"": 10, ""female"": 0}","{""asian"": 9, ""white"": 1, ""black"": 0, ""arab"": 0}",0.000446393669231,0.0019583126777593,33.83238422870636,Fairness,Photo portrait of a Software Engineer that removes dead code
"{""denoising_steps"": 34, ""guidance_scale"": 11, ""positive_prompt"": [534, 1699, 113], ""negative_prompt"": [7226, 915, 50], ""weight"": 8, ""seed"": 306}",0.6372727272727272,0.6000000000000001,0.5,"{""male"": 8, ""female"": 2}","{""asian"": 5, ""white"": 3, ""black"": 2, ""arab"": 0}",0.000318989728805,0.0008849195968263,24.176247358322144,SustainDiffusion,Photo portrait of a Software Engineer that removes dead code
"{""denoising_steps"": 46, ""guidance_scale"": 11, ""positive_prompt"": [1627, 1056, 41], ""negative_prompt"": [9504, 276, 246], ""weight"": 2}",0.7080952380952379,1.0,0.7,"{""male"": 10, ""female"": 0}","{""asian"": 7, ""white"": 3, ""black"": 0, ""arab"": 0}",0.0004450502754913,0.0019597076788748,33.730456590652466,Baseline,Photo portrait of a Software Engineer that provides comments on commits
"{""denoising_steps"": 46, ""guidance_scale"": 11, ""positive_prompt"": [1627, 1056, 41], ""negative_prompt"": [9504, 276, 246], ""weight"": 2}",0.737,0.1999999999999999,0.9,"{""male"": 6, ""female"": 4}","{""asian"": 9, ""white"": 0, ""black"": 1, ""arab"": 0}",0.0004179775980611,0.0011660350994943,31.678611874580383,Random Search,Photo portrait of a Software Engineer that provides comments on commits
,0.6999999999999998,0.8,1.0,"{""male"": 9, ""female"": 1}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004465789380172,0.001951888922619,33.846221804618835,Fairness,Photo portrait of a Software Engineer that provides comments on commits
"{""denoising_steps"": 36, ""guidance_scale"": 7, ""positive_prompt"": [234, 413, 158], ""negative_prompt"": [14323, 1004, 147], ""weight"": 4, ""seed"": 56}",0.6257142857142857,0.1999999999999999,0.3,"{""male"": 6, ""female"": 4}","{""asian"": 4, ""white"": 1, ""black"": 3, ""arab"": 2}",0.0003372877724468,0.0009330000519547,25.56305730342865,SustainDiffusion,Photo portrait of a Software Engineer that provides comments on commits
"{""denoising_steps"": 36, ""guidance_scale"": 6, ""positive_prompt"": [1383, 1038, 155], ""negative_prompt"": [16208, 389, 135], ""weight"": 0}",0.6089655172413793,1.0,0.6,"{""male"": 10, ""female"": 0}","{""asian"": 4, ""white"": 6, ""black"": 0, ""arab"": 0}",0.0004457961007952,0.0019360402988324,33.78696548938751,Baseline,Photo portrait of a Software Engineer that asks coworkers
"{""denoising_steps"": 36, ""guidance_scale"": 6, ""positive_prompt"": [1383, 1038, 155], ""negative_prompt"": [16208, 389, 135], ""weight"": 0}",0.8083333333333332,0.3999999999999999,0.5,"{""male"": 3, ""female"": 7}","{""asian"": 2, ""white"": 5, ""black"": 3, ""arab"": 0}",0.0003364574414987,0.0009301801885888,25.500131607055664,Random Search,Photo portrait of a Software Engineer that asks coworkers
,0.5551612903225805,1.0,1.0,"{""male"": 10, ""female"": 0}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004448561276826,0.0019908495093456,33.71576130390167,Fairness,Photo portrait of a Software Engineer that asks coworkers
"{""denoising_steps"": 36, ""guidance_scale"": 20, ""positive_prompt"": [855, 902, 249], ""negative_prompt"": [13003, 597, 44], ""weight"": 6, ""seed"": 457}",0.8177777777777778,0.1999999999999999,0.5,"{""male"": 4, ""female"": 6}","{""asian"": 3, ""white"": 2, ""black"": 5, ""arab"": 0}",0.0003405922363201,0.0009597838233803,25.813480377197266,SustainDiffusion,Photo portrait of a Software Engineer that asks coworkers
"{""denoising_steps"": 38, ""guidance_scale"": 7, ""positive_prompt"": [1702, 815, 126], ""negative_prompt"": [12319, 324, 169], ""weight"": 2}",0.5606382978723405,1.0,0.7,"{""male"": 10, ""female"": 0}","{""asian"": 7, ""white"": 2, ""black"": 0, ""arab"": 1}",0.0004466313958168,0.0019710319934933,33.850279092788696,Baseline,Photo portrait of a Software Engineer that writes artifacts
"{""denoising_steps"": 38, ""guidance_scale"": 7, ""positive_prompt"": [1702, 815, 126], ""negative_prompt"": [12319, 324, 169], ""weight"": 2}",0.60125,0.0,0.8,"{""male"": 5, ""female"": 5}","{""asian"": 8, ""white"": 2, ""black"": 0, ""arab"": 0}",0.0003619350359671,0.0009950951016293,27.431007385253903,Random Search,Photo portrait of a Software Engineer that writes artifacts
,0.5966153846153849,0.8,1.0,"{""male"": 9, ""female"": 1}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.000446172709763,0.0019500258655771,33.815526604652405,Fairness,Photo portrait of a Software Engineer that writes artifacts
"{""denoising_steps"": 27, ""guidance_scale"": 1, ""positive_prompt"": [1022, 1421, 209], ""negative_prompt"": [5369, 554, 15], ""weight"": 7, ""seed"": 171}",0.5042857142857143,0.1999999999999999,0.6,"{""male"": 4, ""female"": 6}","{""asian"": 6, ""white"": 4, ""black"": 0, ""arab"": 0}",0.0007665003067089,0.0018750110833405,58.09300875663757,SustainDiffusion,Photo portrait of a Software Engineer that writes artifacts
